frame_number,frame_timestamp,root.position.x,root.position.y,root.position.z,root.rotation.w,root.rotation.x,root.rotation.y,root.rotation.z,left_hand.position.x,left_hand.position.y,left_hand.position.z,left_hand.rotation.w,left_hand.rotation.x,left_hand.rotation.y,left_hand.rotation.z,left_thumb_proximal.position.x,left_thumb_proximal.position.y,left_thumb_proximal.position.z,left_thumb_proximal.rotation.w,left_thumb_proximal.rotation.x,left_thumb_proximal.rotation.y,left_thumb_proximal.rotation.z,left_thumb_intermediate.position.x,left_thumb_intermediate.position.y,left_thumb_intermediate.position.z,left_thumb_intermediate.rotation.w,left_thumb_intermediate.rotation.x,left_thumb_intermediate.rotation.y,left_thumb_intermediate.rotation.z,left_thumb_distal.position.x,left_thumb_distal.position.y,left_thumb_distal.position.z,left_thumb_distal.rotation.w,left_thumb_distal.rotation.x,left_thumb_distal.rotation.y,left_thumb_distal.rotation.z,left_index_proximal.position.x,left_index_proximal.position.y,left_index_proximal.position.z,left_index_proximal.rotation.w,left_index_proximal.rotation.x,left_index_proximal.rotation.y,left_index_proximal.rotation.z,left_index_intermediate.position.x,left_index_intermediate.position.y,left_index_intermediate.position.z,left_index_intermediate.rotation.w,left_index_intermediate.rotation.x,left_index_intermediate.rotation.y,left_index_intermediate.rotation.z,left_index_distal.position.x,left_index_distal.position.y,left_index_distal.position.z,left_index_distal.rotation.w,left_index_distal.rotation.x,left_index_distal.rotation.y,left_index_distal.rotation.z,left_middle_proximal.position.x,left_middle_proximal.position.y,left_middle_proximal.position.z,left_middle_proximal.rotation.w,left_middle_proximal.rotation.x,left_middle_proximal.rotation.y,left_middle_proximal.rotation.z,left_middle_intermediate.position.x,left_middle_intermediate.position.y,left_middle_intermediate.position.z,left_middle_intermediate.rotation.w,left_middle_intermediate.rotation.x,left_middle_intermediate.rotation.y,left_middle_intermediate.rotation.z,left_middle_distal.position.x,left_middle_distal.position.y,left_middle_distal.position.z,left_middle_distal.rotation.w,left_middle_distal.rotation.x,left_middle_distal.rotation.y,left_middle_distal.rotation.z,left_ring_proximal.position.x,left_ring_proximal.position.y,left_ring_proximal.position.z,left_ring_proximal.rotation.w,left_ring_proximal.rotation.x,left_ring_proximal.rotation.y,left_ring_proximal.rotation.z,left_ring_intermediate.position.x,left_ring_intermediate.position.y,left_ring_intermediate.position.z,left_ring_intermediate.rotation.w,left_ring_intermediate.rotation.x,left_ring_intermediate.rotation.y,left_ring_intermediate.rotation.z,left_ring_distal.position.x,left_ring_distal.position.y,left_ring_distal.position.z,left_ring_distal.rotation.w,left_ring_distal.rotation.x,left_ring_distal.rotation.y,left_ring_distal.rotation.z,left_little_proximal.position.x,left_little_proximal.position.y,left_little_proximal.position.z,left_little_proximal.rotation.w,left_little_proximal.rotation.x,left_little_proximal.rotation.y,left_little_proximal.rotation.z,left_little_intermediate.position.x,left_little_intermediate.position.y,left_little_intermediate.position.z,left_little_intermediate.rotation.w,left_little_intermediate.rotation.x,left_little_intermediate.rotation.y,left_little_intermediate.rotation.z,left_little_distal.position.x,left_little_distal.position.y,left_little_distal.position.z,left_little_distal.rotation.w,left_little_distal.rotation.x,left_little_distal.rotation.y,left_little_distal.rotation.z,mass_center.x,mass_center.y,mass_center.z,PelvisTilt.angle,PelvisTilt.angular_v,PelvisTilt.angular_acc,PelvisList.angle,PelvisList.angular_v,PelvisList.angular_acc,PelvisRotation.angle,PelvisRotation.angular_v,PelvisRotation.angular_acc,HipFlexExtR.angle,HipFlexExtR.angular_v,HipFlexExtR.angular_acc,HipAddAbdR.angle,HipAddAbdR.angular_v,HipAddAbdR.angular_acc,HipRotR.angle,HipRotR.angular_v,HipRotR.angular_acc,KneeFlexExtR.angle,KneeFlexExtR.angular_v,KneeFlexExtR.angular_acc,AnkleFlexExtR.angle,AnkleFlexExtR.angular_v,AnkleFlexExtR.angular_acc,AnkleProSupR.angle,AnkleProSupR.angular_v,AnkleProSupR.angular_acc,HipFlexExtL.angle,HipFlexExtL.angular_v,HipFlexExtL.angular_acc,HipAddAbdL.angle,HipAddAbdL.angular_v,HipAddAbdL.angular_acc,HipRotL.angle,HipRotL.angular_v,HipRotL.angular_acc,KneeFlexExtL.angle,KneeFlexExtL.angular_v,KneeFlexExtL.angular_acc,AnkleFlexExtL.angle,AnkleFlexExtL.angular_v,AnkleFlexExtL.angular_acc,AnkleProSupL.angle,AnkleProSupL.angular_v,AnkleProSupL.angular_acc,ElbowFlexExtR.angle,ElbowFlexExtR.angular_v,ElbowFlexExtR.angular_acc,ForearmProSupR.angle,ForearmProSupR.angular_v,ForearmProSupR.angular_acc,WristFlexExtR.angle,WristFlexExtR.angular_v,WristFlexExtR.angular_acc,WristDeviationR.angle,WristDeviationR.angular_v,WristDeviationR.angular_acc,ElbowFlexExtL.angle,ElbowFlexExtL.angular_v,ElbowFlexExtL.angular_acc,ForearmProSupL.angle,ForearmProSupL.angular_v,ForearmProSupL.angular_acc,WristFlexExtL.angle,WristFlexExtL.angular_v,WristFlexExtL.angular_acc,WristDeviationL.angle,WristDeviationL.angular_v,WristDeviationL.angular_acc,LumbarLatFlex.angle,LumbarLatFlex.angular_v,LumbarLatFlex.angular_acc,LumbarRot.angle,LumbarRot.angular_v,LumbarRot.angular_acc,LumbarFlexExt.angle,LumbarFlexExt.angular_v,LumbarFlexExt.angular_acc,LowerThoraxLatFlex.angle,LowerThoraxLatFlex.angular_v,LowerThoraxLatFlex.angular_acc,LowerThoraxRot.angle,LowerThoraxRot.angular_v,LowerThoraxRot.angular_acc,LowerThoraxFlexExt.angle,LowerThoraxFlexExt.angular_v,LowerThoraxFlexExt.angular_acc,UpperThoraxLatFlex.angle,UpperThoraxLatFlex.angular_v,UpperThoraxLatFlex.angular_acc,UpperThoraxRot.angle,UpperThoraxRot.angular_v,UpperThoraxRot.angular_acc,UpperThoraxFlexExt.angle,UpperThoraxFlexExt.angular_v,UpperThoraxFlexExt.angular_acc,ScapulaDeprElevR.angle,ScapulaDeprElevR.angular_v,ScapulaDeprElevR.angular_acc,ScapulaProtrRetrR.angle,ScapulaProtrRetrR.angular_v,ScapulaProtrRetrR.angular_acc,ScapulaDeprElevL.angle,ScapulaDeprElevL.angular_v,ScapulaDeprElevL.angular_acc,ScapulaProtrRetrL.angle,ScapulaProtrRetrL.angular_v,ScapulaProtrRetrL.angular_acc,ShoulderAddAbdR.angle,ShoulderAddAbdR.angular_v,ShoulderAddAbdR.angular_acc,ShoulderRotR.angle,ShoulderRotR.angular_v,ShoulderRotR.angular_acc,ShoulderFlexExtR.angle,ShoulderFlexExtR.angular_v,ShoulderFlexExtR.angular_acc,ShoulderAddAbdL.angle,ShoulderAddAbdL.angular_v,ShoulderAddAbdL.angular_acc,ShoulderRotL.angle,ShoulderRotL.angular_v,ShoulderRotL.angular_acc,ShoulderFlexExtL.angle,ShoulderFlexExtL.angular_v,ShoulderFlexExtL.angular_acc
0,1,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.374364,0.538856,0.541969,0.525123,0.000000,0.000000,0.000000,-0.384006,0.559553,0.519408,0.519283,0.000000,0.000000,0.000000,-0.384006,0.559553,0.519408,0.519283,0.000000,0.000000,0.000000,-0.384006,0.559553,0.519408,0.519283,0.000000,0.000000,0.000000,-0.380506,0.581914,0.492922,0.523086,0.000000,0.000000,0.000000,-0.380506,0.581914,0.492922,0.523086,0.000000,0.000000,0.000000,-0.380506,0.581914,0.492922,0.523086,0.000000,0.000000,0.000000,-0.363254,0.540096,0.538413,0.535215,0.000000,0.000000,0.000000,-0.359485,0.536300,0.542194,0.537753,0.000000,0.000000,0.000000,-0.355699,0.532478,0.545948,0.540265,0.000000,0.000000,0.000000,-0.392028,0.524896,0.560530,0.506562,0.000000,0.000000,0.000000,-0.391347,0.524142,0.561234,0.507088,0.000000,0.000000,0.000000,-0.390665,0.523388,0.561938,0.507614,0.000000,0.000000,0.000000,-0.411734,0.541678,0.542381,0.492831,0.000000,0.000000,0.000000,-0.411734,0.541678,0.542381,0.492831,0.000000,0.000000,0.000000,-0.411734,0.541678,0.542381,0.492831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,13,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.374364,0.538795,0.542091,0.525062,0.000000,0.000000,0.000000,-0.384004,0.559495,0.519532,0.519222,0.000000,0.000000,0.000000,-0.384004,0.559495,0.519532,0.519222,0.000000,0.000000,0.000000,-0.384004,0.559495,0.519532,0.519222,0.000000,0.000000,0.000000,-0.380505,0.581859,0.493049,0.523029,0.000000,0.000000,0.000000,-0.380505,0.581859,0.493049,0.523029,0.000000,0.000000,0.000000,-0.380505,0.581859,0.493049,0.523029,0.000000,0.000000,0.000000,-0.363255,0.540033,0.538535,0.535155,0.000000,0.000000,0.000000,-0.359486,0.536237,0.542315,0.537693,0.000000,0.000000,0.000000,-0.355700,0.532414,0.546069,0.540205,0.000000,0.000000,0.000000,-0.392025,0.524834,0.560649,0.506496,0.000000,0.000000,0.000000,-0.391344,0.524080,0.561354,0.507022,0.000000,0.000000,0.000000,-0.390663,0.523326,0.562057,0.507548,0.000000,0.000000,0.000000,-0.411729,0.541620,0.542502,0.492765,0.000000,0.000000,0.000000,-0.411729,0.541620,0.542502,0.492765,0.000000,0.000000,0.000000,-0.411729,0.541620,0.542502,0.492765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,30,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.374468,0.538647,0.542248,0.524976,0.000000,0.000000,0.000000,-0.384108,0.559354,0.519695,0.519135,0.000000,0.000000,0.000000,-0.384108,0.559354,0.519695,0.519135,0.000000,0.000000,0.000000,-0.384108,0.559354,0.519695,0.519135,0.000000,0.000000,0.000000,-0.380609,0.581724,0.493217,0.522944,0.000000,0.000000,0.000000,-0.380609,0.581724,0.493217,0.522944,0.000000,0.000000,0.000000,-0.380609,0.581724,0.493217,0.522944,0.000000,0.000000,0.000000,-0.363362,0.539886,0.538693,0.535072,0.000000,0.000000,0.000000,-0.359594,0.536088,0.542472,0.537611,0.000000,0.000000,0.000000,-0.355809,0.532264,0.546225,0.540124,0.000000,0.000000,0.000000,-0.392125,0.524683,0.560803,0.506405,0.000000,0.000000,0.000000,-0.391444,0.523929,0.561508,0.506931,0.000000,0.000000,0.000000,-0.390762,0.523174,0.562211,0.507457,0.000000,0.000000,0.000000,-0.411825,0.541475,0.542661,0.492670,0.000000,0.000000,0.000000,-0.411825,0.541475,0.542661,0.492670,0.000000,0.000000,0.000000,-0.411825,0.541475,0.542661,0.492670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,49,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.374577,0.538520,0.542365,0.524909,0.000000,0.000000,0.000000,-0.384216,0.559231,0.519817,0.519066,0.000000,0.000000,0.000000,-0.384216,0.559231,0.519817,0.519066,0.000000,0.000000,0.000000,-0.384216,0.559231,0.519817,0.519066,0.000000,0.000000,0.000000,-0.380719,0.581607,0.493343,0.522876,0.000000,0.000000,0.000000,-0.380719,0.581607,0.493343,0.522876,0.000000,0.000000,0.000000,-0.380719,0.581607,0.493343,0.522876,0.000000,0.000000,0.000000,-0.363473,0.539759,0.538809,0.535007,0.000000,0.000000,0.000000,-0.359706,0.535960,0.542588,0.537547,0.000000,0.000000,0.000000,-0.355921,0.532136,0.546339,0.540061,0.000000,0.000000,0.000000,-0.392229,0.524552,0.560917,0.506334,0.000000,0.000000,0.000000,-0.391548,0.523797,0.561622,0.506860,0.000000,0.000000,0.000000,-0.390867,0.523042,0.562325,0.507386,0.000000,0.000000,0.000000,-0.411502,0.541670,0.542392,0.493021,0.000000,0.000000,0.000000,-0.411502,0.541670,0.542392,0.493021,0.000000,0.000000,0.000000,-0.411502,0.541670,0.542392,0.493021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,79,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.374792,0.538490,0.542274,0.524879,0.000000,0.000000,0.000000,-0.384430,0.559201,0.519727,0.519029,0.000000,0.000000,0.000000,-0.384430,0.559201,0.519727,0.519029,0.000000,0.000000,0.000000,-0.384430,0.559201,0.519727,0.519029,0.000000,0.000000,0.000000,-0.380933,0.581581,0.493256,0.522832,0.000000,0.000000,0.000000,-0.380933,0.581581,0.493256,0.522832,0.000000,0.000000,0.000000,-0.380933,0.581581,0.493256,0.522832,0.000000,0.000000,0.000000,-0.363688,0.539733,0.538719,0.534978,0.000000,0.000000,0.000000,-0.359921,0.535935,0.542497,0.537519,0.000000,0.000000,0.000000,-0.356136,0.532111,0.546249,0.540034,0.000000,0.000000,0.000000,-0.392443,0.524515,0.560826,0.506308,0.000000,0.000000,0.000000,-0.391762,0.523761,0.561530,0.506835,0.000000,0.000000,0.000000,-0.391080,0.523006,0.562233,0.507361,0.000000,0.000000,0.000000,-0.411714,0.541630,0.542302,0.492988,0.000000,0.000000,0.000000,-0.411714,0.541630,0.542302,0.492988,0.000000,0.000000,0.000000,-0.411714,0.541630,0.542302,0.492988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,91,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.375026,0.538415,0.542199,0.524866,0.000000,0.000000,0.000000,-0.384664,0.559127,0.519655,0.519008,0.000000,0.000000,0.000000,-0.384664,0.559127,0.519655,0.519008,0.000000,0.000000,0.000000,-0.384664,0.559127,0.519655,0.519008,0.000000,0.000000,0.000000,-0.381169,0.581511,0.493186,0.522803,0.000000,0.000000,0.000000,-0.381169,0.581511,0.493186,0.522803,0.000000,0.000000,0.000000,-0.381169,0.581511,0.493186,0.522803,0.000000,0.000000,0.000000,-0.363924,0.539662,0.538644,0.534965,0.000000,0.000000,0.000000,-0.360157,0.535865,0.542422,0.537508,0.000000,0.000000,0.000000,-0.356372,0.532041,0.546173,0.540025,0.000000,0.000000,0.000000,-0.392674,0.524432,0.560750,0.506297,0.000000,0.000000,0.000000,-0.391994,0.523678,0.561454,0.506825,0.000000,0.000000,0.000000,-0.391312,0.522923,0.562158,0.507351,0.000000,0.000000,0.000000,-0.411945,0.541545,0.542229,0.492969,0.000000,0.000000,0.000000,-0.411945,0.541545,0.542229,0.492969,0.000000,0.000000,0.000000,-0.411945,0.541545,0.542229,0.492969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,115,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.375220,0.538308,0.542276,0.524758,0.000000,0.000000,0.000000,-0.384856,0.559024,0.519736,0.518895,0.000000,0.000000,0.000000,-0.384856,0.559024,0.519736,0.518895,0.000000,0.000000,0.000000,-0.384856,0.559024,0.519736,0.518895,0.000000,0.000000,0.000000,-0.381360,0.581415,0.493273,0.522689,0.000000,0.000000,0.000000,-0.381360,0.581415,0.493273,0.522689,0.000000,0.000000,0.000000,-0.381360,0.581415,0.493273,0.522689,0.000000,0.000000,0.000000,-0.364119,0.539557,0.538721,0.534860,0.000000,0.000000,0.000000,-0.360353,0.535760,0.542498,0.537405,0.000000,0.000000,0.000000,-0.356569,0.531935,0.546248,0.539923,0.000000,0.000000,0.000000,-0.392864,0.524319,0.560823,0.506188,0.000000,0.000000,0.000000,-0.392184,0.523564,0.561527,0.506715,0.000000,0.000000,0.000000,-0.391502,0.522809,0.562230,0.507242,0.000000,0.000000,0.000000,-0.412556,0.541110,0.542691,0.492427,0.000000,0.000000,0.000000,-0.412556,0.541110,0.542691,0.492427,0.000000,0.000000,0.000000,-0.412556,0.541110,0.542691,0.492427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,134,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.375368,0.538333,0.542361,0.524539,0.000000,0.000000,0.000000,-0.384997,0.559053,0.519823,0.518672,0.000000,0.000000,0.000000,-0.384997,0.559053,0.519823,0.518672,0.000000,0.000000,0.000000,-0.384997,0.559053,0.519823,0.518672,0.000000,0.000000,0.000000,-0.381495,0.581449,0.493365,0.522465,0.000000,0.000000,0.000000,-0.381495,0.581449,0.493365,0.522465,0.000000,0.000000,0.000000,-0.381495,0.581449,0.493365,0.522465,0.000000,0.000000,0.000000,-0.364269,0.539583,0.538809,0.534643,0.000000,0.000000,0.000000,-0.360504,0.535785,0.542587,0.537188,0.000000,0.000000,0.000000,-0.356722,0.531960,0.546337,0.539708,0.000000,0.000000,0.000000,-0.393014,0.524338,0.560900,0.505965,0.000000,0.000000,0.000000,-0.392333,0.523583,0.561605,0.506493,0.000000,0.000000,0.000000,-0.391652,0.522828,0.562308,0.507020,0.000000,0.000000,0.000000,-0.412698,0.541132,0.542767,0.492200,0.000000,0.000000,0.000000,-0.412698,0.541132,0.542767,0.492200,0.000000,0.000000,0.000000,-0.412698,0.541132,0.542767,0.492200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
