frame_number,frame_timestamp,root.position.x,root.position.y,root.position.z,root.rotation.w,root.rotation.x,root.rotation.y,root.rotation.z,right_hand.position.x,right_hand.position.y,right_hand.position.z,right_hand.rotation.w,right_hand.rotation.x,right_hand.rotation.y,right_hand.rotation.z,right_thumb_proximal.position.x,right_thumb_proximal.position.y,right_thumb_proximal.position.z,right_thumb_proximal.rotation.w,right_thumb_proximal.rotation.x,right_thumb_proximal.rotation.y,right_thumb_proximal.rotation.z,right_thumb_intermediate.position.x,right_thumb_intermediate.position.y,right_thumb_intermediate.position.z,right_thumb_intermediate.rotation.w,right_thumb_intermediate.rotation.x,right_thumb_intermediate.rotation.y,right_thumb_intermediate.rotation.z,right_thumb_distal.position.x,right_thumb_distal.position.y,right_thumb_distal.position.z,right_thumb_distal.rotation.w,right_thumb_distal.rotation.x,right_thumb_distal.rotation.y,right_thumb_distal.rotation.z,right_index_proximal.position.x,right_index_proximal.position.y,right_index_proximal.position.z,right_index_proximal.rotation.w,right_index_proximal.rotation.x,right_index_proximal.rotation.y,right_index_proximal.rotation.z,right_index_intermediate.position.x,right_index_intermediate.position.y,right_index_intermediate.position.z,right_index_intermediate.rotation.w,right_index_intermediate.rotation.x,right_index_intermediate.rotation.y,right_index_intermediate.rotation.z,right_index_distal.position.x,right_index_distal.position.y,right_index_distal.position.z,right_index_distal.rotation.w,right_index_distal.rotation.x,right_index_distal.rotation.y,right_index_distal.rotation.z,right_middle_proximal.position.x,right_middle_proximal.position.y,right_middle_proximal.position.z,right_middle_proximal.rotation.w,right_middle_proximal.rotation.x,right_middle_proximal.rotation.y,right_middle_proximal.rotation.z,right_middle_intermediate.position.x,right_middle_intermediate.position.y,right_middle_intermediate.position.z,right_middle_intermediate.rotation.w,right_middle_intermediate.rotation.x,right_middle_intermediate.rotation.y,right_middle_intermediate.rotation.z,right_middle_distal.position.x,right_middle_distal.position.y,right_middle_distal.position.z,right_middle_distal.rotation.w,right_middle_distal.rotation.x,right_middle_distal.rotation.y,right_middle_distal.rotation.z,right_ring_proximal.position.x,right_ring_proximal.position.y,right_ring_proximal.position.z,right_ring_proximal.rotation.w,right_ring_proximal.rotation.x,right_ring_proximal.rotation.y,right_ring_proximal.rotation.z,right_ring_intermediate.position.x,right_ring_intermediate.position.y,right_ring_intermediate.position.z,right_ring_intermediate.rotation.w,right_ring_intermediate.rotation.x,right_ring_intermediate.rotation.y,right_ring_intermediate.rotation.z,right_ring_distal.position.x,right_ring_distal.position.y,right_ring_distal.position.z,right_ring_distal.rotation.w,right_ring_distal.rotation.x,right_ring_distal.rotation.y,right_ring_distal.rotation.z,right_little_proximal.position.x,right_little_proximal.position.y,right_little_proximal.position.z,right_little_proximal.rotation.w,right_little_proximal.rotation.x,right_little_proximal.rotation.y,right_little_proximal.rotation.z,right_little_intermediate.position.x,right_little_intermediate.position.y,right_little_intermediate.position.z,right_little_intermediate.rotation.w,right_little_intermediate.rotation.x,right_little_intermediate.rotation.y,right_little_intermediate.rotation.z,right_little_distal.position.x,right_little_distal.position.y,right_little_distal.position.z,right_little_distal.rotation.w,right_little_distal.rotation.x,right_little_distal.rotation.y,right_little_distal.rotation.z,mass_center.x,mass_center.y,mass_center.z,PelvisTilt.angle,PelvisTilt.angular_v,PelvisTilt.angular_acc,PelvisList.angle,PelvisList.angular_v,PelvisList.angular_acc,PelvisRotation.angle,PelvisRotation.angular_v,PelvisRotation.angular_acc,HipFlexExtR.angle,HipFlexExtR.angular_v,HipFlexExtR.angular_acc,HipAddAbdR.angle,HipAddAbdR.angular_v,HipAddAbdR.angular_acc,HipRotR.angle,HipRotR.angular_v,HipRotR.angular_acc,KneeFlexExtR.angle,KneeFlexExtR.angular_v,KneeFlexExtR.angular_acc,AnkleFlexExtR.angle,AnkleFlexExtR.angular_v,AnkleFlexExtR.angular_acc,AnkleProSupR.angle,AnkleProSupR.angular_v,AnkleProSupR.angular_acc,HipFlexExtL.angle,HipFlexExtL.angular_v,HipFlexExtL.angular_acc,HipAddAbdL.angle,HipAddAbdL.angular_v,HipAddAbdL.angular_acc,HipRotL.angle,HipRotL.angular_v,HipRotL.angular_acc,KneeFlexExtL.angle,KneeFlexExtL.angular_v,KneeFlexExtL.angular_acc,AnkleFlexExtL.angle,AnkleFlexExtL.angular_v,AnkleFlexExtL.angular_acc,AnkleProSupL.angle,AnkleProSupL.angular_v,AnkleProSupL.angular_acc,ElbowFlexExtR.angle,ElbowFlexExtR.angular_v,ElbowFlexExtR.angular_acc,ForearmProSupR.angle,ForearmProSupR.angular_v,ForearmProSupR.angular_acc,WristFlexExtR.angle,WristFlexExtR.angular_v,WristFlexExtR.angular_acc,WristDeviationR.angle,WristDeviationR.angular_v,WristDeviationR.angular_acc,ElbowFlexExtL.angle,ElbowFlexExtL.angular_v,ElbowFlexExtL.angular_acc,ForearmProSupL.angle,ForearmProSupL.angular_v,ForearmProSupL.angular_acc,WristFlexExtL.angle,WristFlexExtL.angular_v,WristFlexExtL.angular_acc,WristDeviationL.angle,WristDeviationL.angular_v,WristDeviationL.angular_acc,LumbarLatFlex.angle,LumbarLatFlex.angular_v,LumbarLatFlex.angular_acc,LumbarRot.angle,LumbarRot.angular_v,LumbarRot.angular_acc,LumbarFlexExt.angle,LumbarFlexExt.angular_v,LumbarFlexExt.angular_acc,LowerThoraxLatFlex.angle,LowerThoraxLatFlex.angular_v,LowerThoraxLatFlex.angular_acc,LowerThoraxRot.angle,LowerThoraxRot.angular_v,LowerThoraxRot.angular_acc,LowerThoraxFlexExt.angle,LowerThoraxFlexExt.angular_v,LowerThoraxFlexExt.angular_acc,UpperThoraxLatFlex.angle,UpperThoraxLatFlex.angular_v,UpperThoraxLatFlex.angular_acc,UpperThoraxRot.angle,UpperThoraxRot.angular_v,UpperThoraxRot.angular_acc,UpperThoraxFlexExt.angle,UpperThoraxFlexExt.angular_v,UpperThoraxFlexExt.angular_acc,ScapulaDeprElevR.angle,ScapulaDeprElevR.angular_v,ScapulaDeprElevR.angular_acc,ScapulaProtrRetrR.angle,ScapulaProtrRetrR.angular_v,ScapulaProtrRetrR.angular_acc,ScapulaDeprElevL.angle,ScapulaDeprElevL.angular_v,ScapulaDeprElevL.angular_acc,ScapulaProtrRetrL.angle,ScapulaProtrRetrL.angular_v,ScapulaProtrRetrL.angular_acc,ShoulderAddAbdR.angle,ShoulderAddAbdR.angular_v,ShoulderAddAbdR.angular_acc,ShoulderRotR.angle,ShoulderRotR.angular_v,ShoulderRotR.angular_acc,ShoulderFlexExtR.angle,ShoulderFlexExtR.angular_v,ShoulderFlexExtR.angular_acc,ShoulderAddAbdL.angle,ShoulderAddAbdL.angular_v,ShoulderAddAbdL.angular_acc,ShoulderRotL.angle,ShoulderRotL.angular_v,ShoulderRotL.angular_acc,ShoulderFlexExtL.angle,ShoulderFlexExtL.angular_v,ShoulderFlexExtL.angular_acc
0,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.841016,0.214420,0.140200,0.476509,0.000000,0.000000,0.000000,-0.857574,0.354546,0.058686,0.367994,0.000000,0.000000,0.000000,-0.857574,0.354546,0.058686,0.367994,0.000000,0.000000,0.000000,-0.857574,0.354546,0.058686,0.367994,0.000000,0.000000,0.000000,-0.831841,0.240065,0.125965,0.484296,0.000000,0.000000,0.000000,-0.831841,0.240065,0.125965,0.484296,0.000000,0.000000,0.000000,-0.831841,0.240065,0.125965,0.484296,0.000000,0.000000,0.000000,-0.802766,0.200630,0.157820,0.538895,0.000000,0.000000,0.000000,-0.802766,0.200630,0.157820,0.538895,0.000000,0.000000,0.000000,-0.802766,0.200630,0.157820,0.538895,0.000000,0.000000,0.000000,-0.794004,0.143563,0.201659,0.555230,0.000000,0.000000,0.000000,-0.794004,0.143563,0.201659,0.555230,0.000000,0.000000,0.000000,-0.794004,0.143563,0.201659,0.555230,0.000000,0.000000,0.000000,-0.870333,0.106627,0.194049,0.439882,0.000000,0.000000,0.000000,-0.878222,0.110153,0.192069,0.423913,0.000000,0.000000,0.000000,-0.885818,0.113643,0.190025,0.407803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,7,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.841057,0.214476,0.140319,0.476375,0.000000,0.000000,0.000000,-0.857587,0.354620,0.058814,0.367873,0.000000,0.000000,0.000000,-0.857587,0.354620,0.058814,0.367873,0.000000,0.000000,0.000000,-0.857587,0.354620,0.058814,0.367873,0.000000,0.000000,0.000000,-0.832069,0.239469,0.126469,0.484068,0.000000,0.000000,0.000000,-0.832069,0.239469,0.126469,0.484068,0.000000,0.000000,0.000000,-0.832069,0.239469,0.126469,0.484068,0.000000,0.000000,0.000000,-0.802818,0.200676,0.157942,0.538765,0.000000,0.000000,0.000000,-0.802818,0.200676,0.157942,0.538765,0.000000,0.000000,0.000000,-0.802818,0.200676,0.157942,0.538765,0.000000,0.000000,0.000000,-0.794063,0.143601,0.201774,0.555094,0.000000,0.000000,0.000000,-0.794063,0.143601,0.201774,0.555094,0.000000,0.000000,0.000000,-0.794063,0.143601,0.201774,0.555094,0.000000,0.000000,0.000000,-0.870379,0.106680,0.194148,0.439735,0.000000,0.000000,0.000000,-0.878265,0.110208,0.192167,0.423765,0.000000,0.000000,0.000000,-0.885858,0.113699,0.190123,0.407653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,25,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.841057,0.214476,0.140319,0.476375,0.000000,0.000000,0.000000,-0.857587,0.354620,0.058814,0.367873,0.000000,0.000000,0.000000,-0.857587,0.354620,0.058814,0.367873,0.000000,0.000000,0.000000,-0.857587,0.354620,0.058814,0.367873,0.000000,0.000000,0.000000,-0.832069,0.239469,0.126469,0.484068,0.000000,0.000000,0.000000,-0.832069,0.239469,0.126469,0.484068,0.000000,0.000000,0.000000,-0.832069,0.239469,0.126469,0.484068,0.000000,0.000000,0.000000,-0.802818,0.200676,0.157942,0.538765,0.000000,0.000000,0.000000,-0.802818,0.200676,0.157942,0.538765,0.000000,0.000000,0.000000,-0.802818,0.200676,0.157942,0.538765,0.000000,0.000000,0.000000,-0.794063,0.143601,0.201774,0.555094,0.000000,0.000000,0.000000,-0.794063,0.143601,0.201774,0.555094,0.000000,0.000000,0.000000,-0.794063,0.143601,0.201774,0.555094,0.000000,0.000000,0.000000,-0.870379,0.106680,0.194148,0.439735,0.000000,0.000000,0.000000,-0.878265,0.110208,0.192167,0.423765,0.000000,0.000000,0.000000,-0.885858,0.113699,0.190123,0.407653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,46,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.841032,0.214485,0.140386,0.476396,0.000000,0.000000,0.000000,-0.857562,0.354635,0.058876,0.367905,0.000000,0.000000,0.000000,-0.857562,0.354635,0.058876,0.367905,0.000000,0.000000,0.000000,-0.857562,0.354635,0.058876,0.367905,0.000000,0.000000,0.000000,-0.832044,0.239477,0.126535,0.484090,0.000000,0.000000,0.000000,-0.832044,0.239477,0.126535,0.484090,0.000000,0.000000,0.000000,-0.832044,0.239477,0.126535,0.484090,0.000000,0.000000,0.000000,-0.802791,0.200681,0.158009,0.538783,0.000000,0.000000,0.000000,-0.802791,0.200681,0.158009,0.538783,0.000000,0.000000,0.000000,-0.802791,0.200681,0.158009,0.538783,0.000000,0.000000,0.000000,-0.794036,0.143605,0.201843,0.555107,0.000000,0.000000,0.000000,-0.794036,0.143605,0.201843,0.555107,0.000000,0.000000,0.000000,-0.794036,0.143605,0.201843,0.555107,0.000000,0.000000,0.000000,-0.870356,0.106693,0.194217,0.439747,0.000000,0.000000,0.000000,-0.878242,0.110223,0.192236,0.423777,0.000000,0.000000,0.000000,-0.885835,0.113715,0.190191,0.407666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,71,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.841031,0.214446,0.140411,0.476408,0.000000,0.000000,0.000000,-0.857568,0.354601,0.058904,0.367922,0.000000,0.000000,0.000000,-0.857568,0.354601,0.058904,0.367922,0.000000,0.000000,0.000000,-0.857568,0.354601,0.058904,0.367922,0.000000,0.000000,0.000000,-0.832043,0.239438,0.126560,0.484103,0.000000,0.000000,0.000000,-0.832043,0.239438,0.126560,0.484103,0.000000,0.000000,0.000000,-0.832043,0.239438,0.126560,0.484103,0.000000,0.000000,0.000000,-0.802789,0.200640,0.158032,0.538795,0.000000,0.000000,0.000000,-0.802789,0.200640,0.158032,0.538795,0.000000,0.000000,0.000000,-0.802789,0.200640,0.158032,0.538795,0.000000,0.000000,0.000000,-0.794030,0.143564,0.201865,0.555118,0.000000,0.000000,0.000000,-0.794030,0.143564,0.201865,0.555118,0.000000,0.000000,0.000000,-0.794030,0.143564,0.201865,0.555118,0.000000,0.000000,0.000000,-0.870350,0.106656,0.194244,0.439756,0.000000,0.000000,0.000000,-0.878236,0.110185,0.192264,0.423786,0.000000,0.000000,0.000000,-0.885830,0.113679,0.190220,0.407676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,124,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.841076,0.214542,0.140688,0.476203,0.000000,0.000000,0.000000,-0.857566,0.354734,0.059192,0.367751,0.000000,0.000000,0.000000,-0.857566,0.354734,0.059192,0.367751,0.000000,0.000000,0.000000,-0.857566,0.354734,0.059192,0.367751,0.000000,0.000000,0.000000,-0.832087,0.239534,0.126844,0.483907,0.000000,0.000000,0.000000,-0.832087,0.239534,0.126844,0.483907,0.000000,0.000000,0.000000,-0.832087,0.239534,0.126844,0.483907,0.000000,0.000000,0.000000,-0.802850,0.200714,0.158315,0.538593,0.000000,0.000000,0.000000,-0.802850,0.200714,0.158315,0.538593,0.000000,0.000000,0.000000,-0.802850,0.200714,0.158315,0.538593,0.000000,0.000000,0.000000,-0.794032,0.143608,0.202167,0.554994,0.000000,0.000000,0.000000,-0.794032,0.143608,0.202167,0.554994,0.000000,0.000000,0.000000,-0.794032,0.143608,0.202167,0.554994,0.000000,0.000000,0.000000,-0.870404,0.106750,0.194491,0.439516,0.000000,0.000000,0.000000,-0.878286,0.110284,0.192509,0.423546,0.000000,0.000000,0.000000,-0.885875,0.113782,0.190463,0.407434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,135,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.841114,0.214658,0.140745,0.476068,0.000000,0.000000,0.000000,-0.857567,0.354859,0.059251,0.367619,0.000000,0.000000,0.000000,-0.857567,0.354859,0.059251,0.367619,0.000000,0.000000,0.000000,-0.857567,0.354859,0.059251,0.367619,0.000000,0.000000,0.000000,-0.832121,0.239651,0.126905,0.483773,0.000000,0.000000,0.000000,-0.832121,0.239651,0.126905,0.483773,0.000000,0.000000,0.000000,-0.832121,0.239651,0.126905,0.483773,0.000000,0.000000,0.000000,-0.802898,0.200825,0.158380,0.538461,0.000000,0.000000,0.000000,-0.802898,0.200825,0.158380,0.538461,0.000000,0.000000,0.000000,-0.802898,0.200825,0.158380,0.538461,0.000000,0.000000,0.000000,-0.794092,0.143713,0.202228,0.554859,0.000000,0.000000,0.000000,-0.794092,0.143713,0.202228,0.554859,0.000000,0.000000,0.000000,-0.794092,0.143713,0.202228,0.554859,0.000000,0.000000,0.000000,-0.870454,0.106862,0.194528,0.439374,0.000000,0.000000,0.000000,-0.878333,0.110397,0.192544,0.423403,0.000000,0.000000,0.000000,-0.885920,0.113895,0.190496,0.407291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,135,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.841097,0.214753,0.140778,0.476045,0.000000,0.000000,0.000000,-0.857534,0.354953,0.059273,0.367601,0.000000,0.000000,0.000000,-0.857534,0.354953,0.059273,0.367601,0.000000,0.000000,0.000000,-0.857534,0.354953,0.059273,0.367601,0.000000,0.000000,0.000000,-0.832102,0.239745,0.126939,0.483752,0.000000,0.000000,0.000000,-0.832102,0.239745,0.126939,0.483752,0.000000,0.000000,0.000000,-0.832102,0.239745,0.126939,0.483752,0.000000,0.000000,0.000000,-0.802883,0.200917,0.158420,0.538437,0.000000,0.000000,0.000000,-0.802883,0.200917,0.158420,0.538437,0.000000,0.000000,0.000000,-0.802883,0.200917,0.158420,0.538437,0.000000,0.000000,0.000000,-0.794084,0.143804,0.202269,0.554832,0.000000,0.000000,0.000000,-0.794084,0.143804,0.202269,0.554832,0.000000,0.000000,0.000000,-0.794084,0.143804,0.202269,0.554832,0.000000,0.000000,0.000000,-0.870449,0.106959,0.194556,0.439348,0.000000,0.000000,0.000000,-0.878328,0.110494,0.192570,0.423377,0.000000,0.000000,0.000000,-0.885914,0.113993,0.190520,0.407265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
